Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
000Poseidon000,SE,398,53,46.246.49.182,anon-49-182.vpn.ipredator.se,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.4.1.6 on FreeBSD,0,0,2019-08-08,CYBERDYNE- LR,37560,509,None
00was00,BG,4115,1512,78.142.19.43,srv.sterydyonline.pl,9100,None,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-28,LOFANGA- UA,209061,6100,None
0s1nt0,DE,22967,873,176.9.53.58,static.58.53.9.176.clients.your-server.de,8443,8080,0,0,1,1,0,1,1,1,1,Tor 0.4.0.2-alpha on Linux,0,0,2019-03-11,HETZNER-AS- DE,24940,94400,None
0x161,US,527,873,172.245.26.19,172-245-26-19-host.colocrossing.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-07-27,AS-COLOCROSSING - ColoCrossing- US,36352,2200,None
0x1ea7deadbeef,DE,6426,230,188.68.45.180,tor-exit-node.1ea7deadbeef.de,9001,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-09-28,NETCUP-AS netcup GmbH- DE,197540,19100,[2a03:4000:21:47a:de1:ea7:dead:beef]:9090
0x3d003,LU,3996,454,83.99.5.45,ip-83-99-5-45.dyn.luxdsl.pt.lu,19001,19030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2014-08-20,EPT-LU Entreprise des P. et T. Luxembourg- LU,6661,7310,None
0x3d008,FR,13220,583,188.165.220.34,neo.0x3d.lu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-11-24,OVH- FR,16276,44000,None
0x3d009,FR,10986,583,188.165.220.34,neo.0x3d.lu,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-11-24,OVH- FR,16276,37900,None
0x3d069,NL,422,291,37.48.120.47,sonix.dk,2195,None,0,0,1,0,0,1,1,1,0,Tor 0.4.1.6 on Linux,0,0,2015-01-20,LEASEWEB-NL-AMS-01 Netherlands- NL,60781,1070,None
0x616e6f6e,MD,4539,2359,178.17.170.116,178-17-170-116.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-06-30,TRABIA- MD,43289,8150,[2a00:1dc0:caff:b2::26ac]:443
0x616e6f6e,SE,4042,213,185.86.149.223,185.86.149.223,443,80,0,1,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-04-06,MAKONIX- LV,52173,10800,[2a02:7aa0:1619::1a7f:7a26]:443
0x616e6f6e,MD,1780,1521,178.175.148.165,178-175-148-165.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-02-15,TRABIA- MD,43289,3190,[2a00:1dc0:caff:153::d2c7]:443
0x616e6f6e,LV,8103,213,94.140.116.166,94.140.116.166,443,80,0,1,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-13,NANO-AS- LV,43513,12400,[2a02:7aa0:1201::c0d0:5d82]:443
0x616e6f6e,MD,571,1450,178.17.171.78,178-17-171-78.static.as43289.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-04,TRABIA- MD,43289,1130,[2a00:1dc0:caff:f6::28ad]:443
0x616e6f6e,MD,1528,4544,178.17.170.91,178-17-170-91.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-03-31,TRABIA- MD,43289,4230,[2a00:1dc0:caff:b5::c623]:443
0x616e6f6e,LV,8223,213,94.140.116.189,94.140.116.189,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-04-12,NANO-AS- LV,43513,8720,[2a02:7aa0:1201::c408:5849]:443
0x616e6f6e,MD,4461,2359,178.17.170.88,178-17-170-88.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-06-30,TRABIA- MD,43289,10100,[2a00:1dc0:caff:ef::96b8]:443
0x616e6f6e,MD,1448,4544,178.17.170.112,178-17-170-112.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-03-19,TRABIA- MD,43289,2500,[2a00:1dc0:caff:15c::5627]:443
0x64657573,US,2234,906,207.180.251.11,vmd33204.contaboserver.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-01-20,CONTABO- DE,51167,12200,[2a02:c207:3003:3204::1]:9001
0x766c6164,RO,2129,59,5.14.131.104,5-14-131-104.residential.rdsnet.ro,9002,9031,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on FreeBSD,0,0,2018-09-01,RCS-RDS 73-75 Dr. Staicovici- RO,8708,5360,None
0xAligaTOR,DE,411,332,37.24.226.249,b2b-37-24-226-249.unitymedia.biz,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2017-09-06,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,3020,None
0xbadc0ffe,DE,102,51,87.149.125.165,p57957DA5.dip0.t-ipconnect.de,9001,9003,0,0,1,0,0,0,1,1,1,Tor 0.4.0.5 on Linux,0,0,2016-04-23,DTAG Internet service provider operations- DE,3320,307,None
0xbaddad,GB,2714,38,46.101.9.51,roof.rlogin.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-04-08,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,9980,None
0xdeadbad,FI,1875,37,95.216.198.252,sink.rlogin.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-10-07,HETZNER-AS- DE,24940,6060,None
0xDEADBEEF,DE,793,5,46.80.57.38,p2E503926.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.4.1.6 on Linux,0,0,2016-11-28,DTAG Internet service provider operations- DE,3320,3470,None
0xdeadbeef,FR,3467,286,37.187.96.183,mail.0xdeadbeef.club,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-04-16,OVH- FR,16276,10600,None
0xdeadbeef2,FI,1141,262,95.217.14.157,static.157.14.217.95.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-09-24,HETZNER-AS- DE,24940,6800,None
0xTorUniqId002,IT,18,394,80.211.76.120,host120-76-211-80.serverdedicati.aruba.it,443,80,0,0,1,0,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-09-19,ARUBA-ASN- IT,31034,1700,None
0xygen,N/A,156,215,152.89.160.131,131.160.89.152.in-addr.arpa,15030,None,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on OpenBSD,0,0,2019-05-22,M247- GB,9009,489,[2001:ac8:7d:1e11:3b82:4ed7:b05:3386]:15030
0ZQIX7g6,RU,1772,1282,77.37.142.179,broadband-77-37-142-179.ip.moscow.rt.ru,9749,None,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2016-05-22,NCNET-AS- RU,42610,6000,None
1001nybrgsvgn17,SE,42,34,83.250.200.92,c83-250-200-92.bredband.comhem.se,64511,64520,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Darwin,0,0,2017-11-05,COMHEM-SWEDEN- SE,39651,101,None
123456,DE,0,16,87.153.147.88,p57999358.dip0.t-ipconnect.de,9020,9021,0,0,0,0,0,0,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-04-05,DTAG Internet service provider operations- DE,3320,10,None
15T01,N/A,4432,227,92.60.37.105,t01.s-ix.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-01-27,NETCUP-AS netcup GmbH- DE,197540,12400,[2a03:4000:33:1c8::13]:9001
1804m1,US,608,3130,198.211.103.103,198.211.103.103,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2017-12-20,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,1900,[2604:a880:400:d0::1516:c001]:443
19dotrs,DE,1521,1550,176.9.208.12,tor-relay.19.rs,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2016-12-10,HETZNER-AS- DE,24940,4760,None
1chandotus,US,1514,3608,147.135.36.62,infinity.rocketnine.space,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2014-11-20,OVH- FR,16276,5100,None
1country2systems,US,175,320,184.153.12.141,cpe-184-153-12-141.nyc.res.rr.com,8443,None,0,0,1,0,0,0,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-12,TWC-12271-NYC - Charter Communications Inc- US,12271,1880,None
1d1dchang3th3c0nf1g,AT,3027,756,37.252.187.129,mail.xn--wxa.ml,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-09-17,IPAX-AS- AT,44133,10500,None
1d1dnt3d1th3c0nf1g,NL,149,170,82.161.210.87,pindarots.xs4all.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-03-10,XS4ALL-NL Amsterdam- NL,3265,562,None
1EpHny,CA,5924,3901,158.69.198.177,177.ip-158-69-198.net,6895,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2017-03-27,OVH- FR,16276,33000,None
1h38zmpksr,US,30,184,128.223.8.111,planetlab1.cs.uoregon.edu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-08-02,UONET - University of Oregon- US,3582,87,None
1i2u0d5aey2zfs,GB,1281,2274,88.80.190.111,li702-111.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-03-13,LINODE-AP Linode- LLC- US,63949,2000,None
1MalaysiaRelay,MY,78,86,60.53.54.235,60.53.54.235,443,None,0,0,1,0,0,0,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-08-24,TMNET-AS-AP TM Net- Internet Service Provider- MY,4788,389,None
1TD,DE,313,23,188.193.80.125,ipbcc1507d.dynamic.kabel-deutschland.de,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-04-28,KABELDEUTSCHLAND-AS- DE,31334,602,None
1torexit,MD,1504,304,31.131.4.171,hosted-by.ihost.md,443,80,0,0,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-09-12,LEVEL7-AS- MD,43588,5900,None
1varanasi,GB,259,2380,178.79.173.147,li310-147.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.11 on Linux,0,0,2014-08-05,LINODE-AP Linode- LLC- US,63949,1430,None
2000me,DE,8388,98,46.38.235.14,2000me.dd-dns.de,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-07-30,NETCUP-AS netcup GmbH- DE,197540,23200,[2a03:4000:2:a11:3a58:da1f:cffa:1bc]:443
21b,FR,5603,479,51.15.74.130,130-74-15-51.rev.cloud.scaleway.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2017-09-12,AS12876- FR,12876,18000,None
2501,DE,0,4,77.13.56.247,x4d0d38f7.dyn.telefonica.de,9001,None,0,0,0,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2014-08-09,TDDE-ASN1- DE,6805,13,None
2600cityoflondon,GB,0,5238,85.119.82.138,101.vps.bitfolk.com,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-06-27,JUMP- GB,8943,35,None
26resistance,IT,118,1283,80.211.89.207,26resistance.org,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.5.7 on Linux,0,0,2019-01-24,ARUBA-ASN- IT,31034,1010,None
2cat,US,0,14475,137.135.8.233,137.135.8.233,443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.4.23 on Linux,0,0,2013-05-01,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation- US,8075,23,None
2Contribute,NL,5361,164,80.127.137.14,2contribute-torrelaynode.xs4all.nl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2017-03-19,XS4ALL-NL Amsterdam- NL,3265,16700,[2001:980:ea82:1:20c:29ff:fec0:4764]:443
2degrees,NZ,486,284,202.27.186.43,43-186-27-202.ip.theom.nz,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-09-11,SNAP-NZ-AS Snap Internet Limited- NZ,23655,952,None
2HG,FR,344,247,163.172.68.222,2hg.org,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-02-20,AS12876- FR,12876,1270,None
2mpdhack,US,39,1104,24.147.232.251,c-24-147-232-251.hsd1.ma.comcast.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2014-04-16,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,181,[2601:19c:4501:1f59:ae1f:6bff:fe02:95f0]:443
2propstor,US,1836,148,69.62.162.178,178.162-62-69.ftth.swbr.surewest.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-06-06,SUREWEST - Consolidated Communications- Inc.- US,14051,6620,None
2tangy,US,6933,308,104.237.144.134,li832-134.members.linode.com,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-05-02,LINODE-AP Linode- LLC- US,63949,14700,None
324partyvan,US,12203,1221,45.35.192.34,45.35.192.34,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2018-12-24,AS40676 - Psychz Networks- US,40676,30500,None
343ELH05T,US,0,15,97.127.66.222,97-127-66-222.mpls.qwest.net,58000,58001,0,0,0,0,0,0,1,1,1,Tor 0.2.4.21 on Windows XP,0,0,2014-10-28,CENTURYLINK-US-LEGACY-QWEST - CenturyLink Communications- LLC- US,209,8,None
360GANG,RO,425,524,188.213.49.109,188.213.49.109,9001,9003,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-09-14,PARFUMURI-FEMEI-AS- RO,44220,2360,None
386bsd,N/A,32281,522,45.66.32.45,tor-exit.386bsd.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-02-15,THREE-W-INFRA-AS -- TRANSIT --- NL,60144,81000,None
3cce3a91f6a625,NL,19608,93,31.20.205.209,209-205-20-31.ftth.glasoperator.nl,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-04-12,TMOBILE-THUIS- NL,50266,60600,None
3gr356,PL,32,6280,94.23.89.90,94.23.89.90,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.0.9 on Linux,0,0,2018-01-16,OVH- FR,16276,96,None
3sKtjMnoiZAIGz07,IN,97,915,59.179.28.238,triband-del-59.179.28.238.bol.net.in,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.17 on Linux,0,0,2018-02-22,MTNL-AP Mahanagar Telephone Nigam Limited- IN,17813,581,None
3zpzl3mnsqzy,US,224,3351,45.56.90.176,li892-176.members.linode.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2018-12-07,LINODE-AP Linode- LLC- US,63949,890,None
420blaze,FR,804,141,51.158.146.218,51-158-146-218.rev.poneytelecom.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-09-30,AS12876- FR,12876,11000,None
42e7b73f33ff22cfc9c,FR,6006,290,51.38.98.5,5.ip-51-38-98.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-08-16,OVH- FR,16276,27000,None
42isNotTheAnswer,DE,766,126,46.165.253.180,46.165.253.180,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.16 on Linux,0,0,2015-08-01,LEASEWEB-DE-FRA-10- DE,28753,2900,None
4532227109,US,1,26,45.32.227.109,45.32.227.109.vultr.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.2.11 on OpenBSD,0,0,2018-04-29,AS-CHOOPA - Choopa- LLC- US,20473,230,None
456c,UA,3795,634,91.213.8.89,91.213.8.89,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2014-09-29,XSERVER-IP-NETWORK-AS- UA,48031,10800,None
456f,UA,751,608,91.213.8.130,smtp.avis-relance.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-09-10,XSERVER-IP-NETWORK-AS- UA,48031,4220,None
4free,NL,3699,238,51.15.55.121,121-55-15-51.rev.cloud.scaleway.com,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2017-12-13,AS12876- FR,12876,31000,None
4istheloneliestnum,NL,817,4,185.189.183.143,185-189-183-143.rdns.itconnectsyou.nl,10901,10930,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-06-25,I3DNET- NL,49544,4570,None
4pyro2eu3org0,GB,628,1352,217.155.40.118,guisborough-1.rcc.uk.cluster.ok24.net,9001,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on GNU/kFreeBSD,0,0,2014-06-10,ZEN-AS Zen Internet Plexus Network - UK- GB,13037,1920,[2a02:8010:60a1:2013::1]:9001
4zuwhp,BR,3,1554,200.19.159.34,planetlab1.pop-mg.rnp.br,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-08-02,Associação Rede Nacional de Ensino e Pesquisa- BR,1916,56,None
50ac32b,DE,1995,23,85.10.195.43,550ac32b.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.2.1-alpha on Linux,0,0,2019-09-25,HETZNER-AS- DE,24940,15600,[2a01:4f8:a0:24db::2]:443
56kmodem,GB,26476,2863,95.154.221.121,95.154.221.121,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-01-27,IOMART-AS- GB,20860,78400,None
5b82I0IfxsHI7ekh,DE,336,4,87.122.110.119,i577A6E77.versanet.de,8443,None,0,0,1,0,0,0,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-07-21,VERSATEL- DE,8881,1300,None
5efd8dd,DE,44206,25,213.239.216.221,5efd8dd.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.2.1-alpha on Linux,0,0,2019-03-06,HETZNER-AS- DE,24940,130000,[2a01:4f8:a0:83e2::2]:443
5fd811a4,FI,7477,26,95.216.17.164,5fd811a4.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-09-25,HETZNER-AS- DE,24940,25000,[2a01:4f9:2a:11db::2]:443
5fd833a9,FI,2580,26,95.216.51.169,5fd833a9.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-07-06,HETZNER-AS- DE,24940,9490,None
5fd833ab,FI,4279,26,95.216.51.171,5fd833ab.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-06-11,HETZNER-AS- DE,24940,14700,None
5fd833ae,FI,3402,26,95.216.51.174,5fd833ae.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-07-20,HETZNER-AS- DE,24940,13000,None
5p33dy,AT,180,2251,84.114.117.145,84-114-117-145.cable.dynamic.surfer.at,993,995,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-06-06,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,870,None
61626c,AU,1,1396,45.76.120.20,ab49k.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.4.0.5 on FreeBSD,0,0,2018-05-31,AS-CHOOPA - Choopa- LLC- US,20473,65,None
69CastriesSFRcable,FR,71,56,77.199.171.107,107.171.199.77.rev.sfr.net,80,9030,0,1,1,0,0,0,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-10-04,LDCOMNET- FR,15557,677,None
6mctr01,FR,5268,97,163.172.168.183,test02.6metric.fr,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-07-25,AS12876- FR,12876,20300,[2001:bc8:4400:2b00::37:31]:9001
72ab8f63bbd93503,AU,43,1366,139.99.139.143,ip143.ip-139-99-139.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-02-26,OVH- FR,16276,355,None
7fach,DE,357,1706,134.119.9.33,j317438.servers.jiffybox.net,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-05-20,GD-EMEA-DC-CGN1- DE,34011,1170,None
7GKgoJso,US,165,156,45.76.252.82,45.76.252.82,443,None,0,0,1,0,0,1,1,1,0,Tor 0.4.1.6 on Linux,0,0,2019-07-26,AS-CHOOPA - Choopa- LLC- US,20473,767,None
82509811a,US,1634,1185,198.98.57.2,82509811a.tor-exit.buyvm.net,9001,80,0,1,1,0,0,0,1,1,1,Tor 0.3.5.8 on OpenBSD,0,0,2019-07-13,PONYNET - FranTech Solutions- US,53667,7840,[2605:6400:10:254::5]:9001
82509811b,LU,1285,1342,104.244.78.102,82509811b.tor-exit.buyvm.net,9001,80,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on OpenBSD,0,0,2019-07-27,PONYNET - FranTech Solutions- US,53667,7730,[2605:6400:30:fb4c::1]:9001
83972,DE,20,4,87.122.199.5,i577AC705.versanet.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.4.1.6 on FreeBSD,0,0,2019-09-28,VERSATEL- DE,8881,99,None
8ac97a37,DE,38221,97,138.201.122.55,8ac97a37.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-01-26,HETZNER-AS- DE,24940,123000,None
8af34cb1,PL,4680,2120,193.111.26.37,brawler.rmf.pl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2016-11-17,RMF-KRAKOW-- PL,15728,13600,None
8rijgto8,US,25927,2895,66.206.0.82,66-206-0-82.static.hvvc.us,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.7 on Linux,0,0,2019-02-10,HVC-AS - HIVELOCITY- Inc.- US,29802,79500,None
948794crazy,SG,114,94,128.199.213.157,948794crazy.info,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.3.4.11 on Linux,0,0,2018-10-01,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,385,None
9500,HR,1483,233,89.164.113.4,89-164-113-4.dsl.iskon.hr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-08-31,ASN-ISKON HEP- HR,13046,6260,None
a0xo,US,50,2426,45.33.43.215,tor.grapland.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-02-01,LINODE-AP Linode- LLC- US,63949,152,[2600:3c01::f03c:91ff:fe30:ec17]:443
a10060c393046cfd,AR,4,2679,190.216.2.136,190.216.2.136,443,80,0,1,0,0,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2015-08-29,LVLT-3549 - Level 3 Parent- LLC- US,3549,13,None
a6xzL5,RU,1654,1143,188.244.43.25,cybertik.prokudin.org,9090,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2015-10-24,CO-2COM-AS Moscow- RU,8334,4930,None
aaaa,BG,0,256,95.42.18.136,95-42-18-136.ip.btc-net.bg,9001,None,0,0,0,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-07-08,BTC-AS BULGARIA- BG,8866,17,None
aaatortest,FR,0,29,62.210.206.53,pssbackup.pss-network.com,21,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2014-10-03,AS12876- FR,12876,8,None
aabbcc,RU,2861,290,94.242.63.4,94.242.63.4,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-05-29,FISHNET-AS- RU,43317,13000,None
aanetuk,GB,1018,56,90.155.5.6,6.5.155.90.in-addr.arpa,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-09-06,AS20712 Andrews & Arnold Ltd- GB,20712,3120,[2001:8b0:1628:a008::aa]:443
AaronDONY2,US,417,125,159.203.178.178,159.203.178.178,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.4.1.6 on Linux,0,0,2018-02-12,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,1700,[2604:a880:400:d0::a59:4001]:9001
AaronKSQC1,CA,1018,1808,198.100.145.207,ns507620.ip-198-100-145.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-11-29,OVH- FR,16276,7300,[2607:5300:60:8cf::1]:9001
AaronOVHSG1,SG,149,290,139.99.97.26,26.ip-139-99-97.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-04-07,OVH- FR,16276,694,None
abcd,US,84,122,136.244.97.221,136.244.97.221,22222,None,0,0,1,0,0,1,1,1,0,Tor 0.3.5.8 on Linux,0,0,2019-07-21,AS-CHOOPA - Choopa- LLC- US,20473,369,None
AbcHostersRelay,N/A,0,1769,167.88.49.3,167.88.49.3,443,None,0,0,0,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-22,ABC-HOSTERS-LLC- US,200983,21,None
ABCVG,FR,3949,9337,37.187.103.54,154.gra.abcvg.ovh,443,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-09-12,OVH- FR,16276,11000,None
aberto,UA,787,285,91.203.5.146,mrtlu.partpossibility.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2015-09-10,VOLIA-AS- UA,25229,1740,None
abgtor,BG,337,453,92.247.55.102,92.247.55.102,9090,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2011-07-20,SPECTRUMNET- BG,8717,1070,None
Abigail,GB,5396,1257,178.32.59.160,ip160.ip-178-32-59.eu,443,9030,0,1,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-03,OVH- FR,16276,6260,None
aboucorp,FR,640,5827,51.15.189.209,51-15-189-209.rev.poneytelecom.eu,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2019-02-05,AS12876- FR,12876,2310,None
AbseitsTOR,DE,0,2,86.103.164.52,52-164-103-86.dynamic.dsl.tng.de,9001,None,0,0,0,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-06-26,None,None,25,None
